Frequency,key size,data self life,migration,vendor supply time,Algo,App_type,Application,Data Sensisitivity,arch flexibility,data trans(algo),is third party quantum safe,third party used,vendor pqc compliant
236,28,10,1,8,RSA,web,A,HIGH,YES,RSA,,YES,YES
3493,220,8,2,5,AES,web,A,LOW,NO,RSA,NO,YES,NO
105071,256,7,2,6,AES,web,D,MEDIUM,NO,RSA,,NO,YES
9990892,2048,9,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
3411,0,9,1,6,ECDHE,web,B,HIGH,NO,RSA,NO,NO,YES
1692,0,8,2,6,ECDHE,MIX,B,LOW,NO,RSA,,YES,NO
9609,1024,8,2,9,AES,MIX,D,MEDIUM,NO,RSA,NO,NO,NO
116616,574,7,2,1,RSA,web,A,HIGH,,RSA,,NO,NO
3769,2244,7,2,6,RSA,web,D,LOW,NO,RSA,,NO,NO
68599,44,10,2,1,RSA,MIX,B,LOW,,RSA,,NO,YES
3965,1024,8,2,1,AES,web,D,HIGH,,RSA,,NO,NO
123461,4096,9,2,1,RSA,web,A,HIGH,,RSA,,YES,YES
100774,1024,8,1,6,RSA,STANDALONE,D,HIGH,YES,RSA,,NO,NO
99941,0,9,2,11,ECDHE,STANDALONE,B,LOW,NO,RSA,NO,YES,NO
122163,0,7,2,5,AES,STANDALONE,D,LOW,,RSA,NO,YES,NO
590057,1024,9,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,YES
2760,256,9,2,9,ECDHE,MIX,C,LOW,YES,RSA,NO,YES,
4824188,228,8,3,9,ECDHE,STANDALONE,C,HIGH,YES,RSA,YES,YES,
613,256,9,2,6,ECDHE,web,B,HIGH,YES,RSA,,YES,YES
123475,180,8,2,1,AES,web,B,HIGH,YES,RSA,YES,NO,NO
880798,0,7,2,9,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,,NO,
749775,2048,8,2,12,RSA,MIX,B,MEDIUM,YES,RSA,YES,YES,
112386,0,7,2,6,AES,STANDALONE,D,HIGH,,RSA,NO,YES,NO
12,197,8,1,6,AES,web,A,HIGH,YES,RSA,NO,NO,NO
89855,1024,10,2,12,ECDHE,MIX,B,LOW,NO,RSA,YES,YES,
3710,666,9,1,6,AES,MIX,B,LOW,NO,RSA,,NO,YES
122594,1024,9,1,6,DES,web,B,HIGH,YES,RSA,NO,YES,NO
1207,174,8,2,6,DES,MIX,A,HIGH,NO,RSA,NO,YES,NO
1193,1022,9,1,6,AES,web,A,HIGH,YES,RSA,,NO,NO
103293,2048,8,2,6,AES,web,A,HIGH,,RSA,,NO,NO
12,2048,9,2,6,AES,web,B,LOW,NO,RSA,NO,YES,NO
6266,2048,8,1,9,RSA,web,A,MEDIUM,,RSA,,NO,
4484,0,9,1,1,AES,web,A,HIGH,,RSA,,NO,YES
3771,0,9,3,9,ECDHE,STANDALONE,B,MEDIUM,NO,RSA,NO,YES,NO
96874,2291,8,3,12,RSA,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,
7655439,256,7,2,7,RSA,STANDALONE,C,HIGH,YES,RSA,,YES,NO
99440,200,8,3,1,AES,web,D,HIGH,YES,RSA,,YES,NO
4561,0,10,2,9,RSA,STANDALONE,C,LOW,NO,RSA,,NO,
95252,228,9,2,6,AES,web,D,HIGH,YES,RSA,,NO,
97992,1768,10,1,11,RSA,web,A,HIGH,YES,RSA,NO,YES,YES
325605,2340,10,2,6,RSA,MIX,A,HIGH,YES,RSA,,NO,
103609,1024,8,1,1,ECDHE,web,D,HIGH,YES,RSA,,NO,NO
90869,2055,7,2,1,RSA,web,D,HIGH,,RSA,,NO,YES
4260,103,10,1,6,RSA,web,C,HIGH,NO,RSA,,YES,YES
4163,1024,8,1,1,AES,web,A,HIGH,NO,RSA,,NO,NO
987396,2048,8,2,1,RSA,web,D,HIGH,,RSA,,NO,NO
102071,0,9,1,9,RSA,web,A,HIGH,YES,RSA,,YES,NO
1558,2048,9,2,7,RSA,web,A,LOW,YES,RSA,,NO,YES
897800,1024,10,2,6,ECDHE,web,A,HIGH,YES,RSA,,NO,NO
923566,45,10,2,12,RSA,MIX,C,MEDIUM,YES,RSA,YES,YES,NO
117807,1024,8,2,6,RSA,web,A,HIGH,YES,RSA,,NO,NO
8278129,0,8,2,12,ECDHE,STANDALONE,C,LOW,YES,RSA,YES,YES,
1658,2048,10,1,1,RSA,web,A,LOW,YES,RSA,,NO,YES
9483,125,7,2,9,AES,web,C,HIGH,NO,RSA,NO,YES,NO
8787818,0,8,3,9,ECDHE,STANDALONE,D,MEDIUM,YES,RSA,YES,YES,
3130,3553,10,2,6,RSA,web,B,HIGH,YES,RSA,,NO,YES
978135,897,8,3,6,ECDHE,MIX,C,HIGH,YES,RSA,,YES,NO
1386,0,9,1,12,DES,MIX,B,LOW,YES,RSA,NO,YES,YES
96879,2048,7,3,6,RSA,web,D,HIGH,,RSA,NO,YES,NO
55598,0,9,1,1,AES,web,B,HIGH,YES,RSA,NO,NO,NO
43741,1740,9,2,6,RSA,web,D,HIGH,YES,RSA,,NO,YES
1181,1371,9,1,9,RSA,STANDALONE,A,HIGH,YES,RSA,NO,NO,YES
1169486,2048,8,2,6,RSA,web,C,HIGH,YES,RSA,YES,NO,NO
3086,1024,8,1,6,RSA,MIX,C,HIGH,YES,RSA,NO,NO,NO
3374,2048,9,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
443,1024,10,1,12,RSA,MIX,A,HIGH,NO,RSA,NO,NO,NO
10000000,256,9,2,7,RSA,STANDALONE,A,MEDIUM,YES,RSA,YES,NO,YES
123458,961,10,2,6,ECDHE,STANDALONE,B,HIGH,YES,RSA,YES,YES,NO
883966,0,7,3,12,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
936538,0,7,2,6,ECDHE,web,C,LOW,YES,RSA,YES,NO,
930354,0,9,3,12,ECDHE,STANDALONE,C,LOW,YES,RSA,YES,YES,
100456,0,8,2,6,RSA,web,D,HIGH,,RSA,NO,NO,NO
1657355,38,9,1,9,AES,web,A,HIGH,YES,RSA,,YES,YES
41063,1728,9,1,9,ECDHE,web,C,HIGH,YES,RSA,NO,NO,NO
617,0,10,1,9,ECDHE,web,B,LOW,NO,RSA,NO,YES,NO
112461,0,8,3,7,AES,STANDALONE,C,LOW,YES,RSA,YES,YES,
7670,0,9,2,6,AES,web,B,LOW,NO,RSA,NO,NO,NO
123458,2048,9,2,2,RSA,web,A,HIGH,,RSA,,NO,NO
105463,0,9,2,2,ECDHE,web,C,HIGH,NO,RSA,,NO,NO
7715254,0,8,3,10,ECDHE,web,D,MEDIUM,NO,RSA,YES,YES,
286538,2048,9,2,9,RSA,web,B,MEDIUM,YES,RSA,,NO,YES
170795,2048,8,2,9,RSA,STANDALONE,D,LOW,YES,RSA,,NO,NO
1951,0,10,2,1,RSA,web,B,HIGH,NO,RSA,,NO,NO
110046,189,9,2,6,AES,MIX,B,MEDIUM,YES,RSA,,NO,NO
99518,2048,10,3,12,RSA,MIX,C,LOW,YES,RSA,NO,YES,YES
99338,0,10,1,11,RSA,web,B,LOW,YES,RSA,NO,NO,NO
80892,102,8,2,6,AES,web,B,HIGH,NO,RSA,,NO,NO
2123,0,10,2,12,RSA,MIX,B,LOW,NO,RSA,NO,YES,NO
123460,256,7,2,4,RSA,web,D,HIGH,,RSA,,NO,NO
8479257,2720,8,2,1,DES,web,A,HIGH,YES,RSA,,NO,
60261,1024,10,1,2,RSA,web,A,HIGH,YES,RSA,,NO,NO
8053,1024,8,2,1,RSA,MIX,D,HIGH,YES,RSA,,NO,NO
2611,444,9,2,10,RSA,MIX,C,LOW,YES,RSA,NO,YES,NO
98222,1024,9,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,
98999,53,9,2,9,DES,web,A,LOW,YES,RSA,YES,YES,NO
981590,0,8,3,12,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,NO,YES,NO
966163,136,8,3,12,ECDHE,MIX,C,MEDIUM,YES,RSA,YES,YES,NO
123473,0,10,2,5,ECDHE,MIX,A,HIGH,NO,RSA,,NO,NO
88928,132,8,2,6,RSA,web,D,HIGH,NO,RSA,NO,NO,NO
9885946,2048,8,3,10,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
8866,256,8,2,6,RSA,web,B,LOW,YES,RSA,,YES,NO
1912,256,9,1,9,ECDHE,MIX,A,HIGH,YES,RSA,NO,YES,NO
21317,155,9,2,12,RSA,web,B,LOW,YES,RSA,NO,NO,NO
692959,0,10,1,12,RSA,MIX,D,LOW,YES,RSA,NO,NO,YES
333075,99,8,2,11,RSA,STANDALONE,C,LOW,YES,RSA,NO,YES,
3837,0,9,3,9,ECDHE,STANDALONE,B,LOW,NO,RSA,NO,YES,NO
8496065,130,8,3,6,ECDHE,MIX,C,MEDIUM,NO,RSA,YES,YES,NO
896459,116,9,3,9,RSA,STANDALONE,B,LOW,YES,RSA,YES,NO,NO
110216,680,10,2,6,DES,MIX,A,HIGH,YES,RSA,NO,YES,YES
32079,2048,8,2,9,RSA,web,A,HIGH,NO,RSA,,NO,
562,0,9,1,1,AES,web,D,HIGH,,RSA,,NO,YES
89068,3382,8,3,6,RSA,STANDALONE,D,HIGH,YES,RSA,,YES,YES
98783,1780,9,2,6,RSA,MIX,A,HIGH,,RSA,NO,NO,NO
8185,115,9,2,12,RSA,MIX,D,LOW,NO,RSA,NO,YES,NO
98893,0,9,2,6,ECDHE,MIX,C,HIGH,YES,RSA,NO,YES,NO
116363,5,10,3,9,RSA,STANDALONE,B,MEDIUM,YES,RSA,NO,YES,
918403,1024,8,3,12,ECDHE,web,C,MEDIUM,YES,RSA,YES,YES,
104515,1156,9,2,6,RSA,web,A,HIGH,YES,RSA,,NO,
90536,2048,9,2,9,RSA,web,B,LOW,YES,RSA,,YES,NO
123459,1416,9,2,8,RSA,web,B,HIGH,YES,RSA,,NO,NO
4731,375,8,3,12,DES,MIX,A,LOW,,RSA,NO,YES,
99491,2048,9,1,1,RSA,web,A,HIGH,YES,RSA,,NO,NO
10000000,73,8,3,12,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,
5053,2048,8,1,10,RSA,web,B,HIGH,NO,RSA,,NO,NO
95559,0,8,2,1,AES,MIX,C,LOW,NO,RSA,NO,NO,NO
98446,367,7,3,6,AES,web,C,LOW,YES,RSA,YES,YES,NO
10000000,0,9,2,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
983221,0,9,2,6,AES,web,D,LOW,NO,RSA,,NO,NO
123470,0,10,2,6,ECDHE,STANDALONE,A,MEDIUM,YES,RSA,NO,NO,NO
3766,0,9,3,9,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,
6937,336,9,1,8,AES,web,A,HIGH,YES,RSA,NO,NO,YES
902123,256,9,2,9,RSA,web,B,HIGH,YES,RSA,,NO,NO
99605,0,8,2,6,AES,web,B,LOW,YES,RSA,YES,NO,NO
1125,157,9,1,1,RSA,web,B,HIGH,,RSA,,NO,YES
113895,256,7,3,9,DES,STANDALONE,C,MEDIUM,,RSA,YES,YES,
237108,2048,9,2,11,RSA,STANDALONE,A,MEDIUM,YES,RSA,YES,NO,YES
2513,0,8,2,6,ECDHE,MIX,D,LOW,NO,RSA,NO,YES,NO
99541,1356,10,1,11,RSA,web,A,HIGH,YES,RSA,NO,YES,YES
20358,1703,9,2,6,ECDHE,web,A,LOW,YES,RSA,NO,NO,YES
99469,2048,10,2,3,RSA,web,A,HIGH,NO,RSA,,NO,YES
4429645,256,10,2,9,ECDHE,MIX,C,HIGH,YES,RSA,YES,YES,YES
749149,955,7,2,9,RSA,web,C,HIGH,YES,RSA,YES,YES,
87059,256,9,1,9,ECDHE,STANDALONE,C,HIGH,YES,RSA,NO,NO,YES
96965,152,9,2,6,RSA,web,B,HIGH,,RSA,,YES,
3999,3890,9,2,8,RSA,web,A,LOW,YES,RSA,,YES,
1077,0,7,2,1,AES,MIX,B,HIGH,NO,RSA,,YES,NO
95920,0,9,2,6,AES,MIX,B,HIGH,YES,RSA,,YES,NO
99831,119,9,2,6,ECDHE,web,D,HIGH,,RSA,,YES,
12,256,10,1,1,AES,web,A,HIGH,NO,RSA,,NO,NO
3173,256,10,2,12,RSA,MIX,B,LOW,YES,RSA,NO,YES,NO
290758,0,8,3,6,ECDHE,STANDALONE,C,MEDIUM,,RSA,NO,YES,NO
919158,2048,8,2,12,ECDHE,STANDALONE,A,MEDIUM,YES,RSA,YES,YES,
99130,812,8,2,9,RSA,STANDALONE,C,LOW,,RSA,NO,NO,NO
123465,2048,9,2,12,RSA,web,C,MEDIUM,YES,RSA,YES,YES,NO
123461,2048,9,2,1,RSA,web,A,HIGH,,RSA,,NO,YES
880117,256,9,1,1,AES,web,D,HIGH,,RSA,,NO,NO
99123,57,9,2,10,RSA,MIX,B,LOW,NO,RSA,,YES,
99255,0,9,3,9,RSA,MIX,C,MEDIUM,,RSA,NO,YES,
646955,1398,8,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,NO
2598,0,8,2,9,ECDHE,MIX,B,LOW,NO,RSA,NO,YES,NO
18183,0,9,2,9,ECDHE,web,A,LOW,YES,RSA,,YES,
919,230,10,1,12,AES,MIX,B,LOW,YES,RSA,NO,YES,YES
4097,519,7,3,1,AES,MIX,D,HIGH,,RSA,,NO,NO
3924,0,10,2,9,RSA,STANDALONE,B,LOW,NO,RSA,YES,YES,YES
9926197,2696,8,2,9,ECDHE,STANDALONE,A,HIGH,YES,RSA,,NO,
8874,0,10,3,9,DES,STANDALONE,B,LOW,YES,RSA,,YES,
2290,2048,10,1,9,RSA,web,A,HIGH,YES,RSA,,YES,YES
3525,1024,10,1,6,RSA,web,A,HIGH,YES,RSA,,NO,YES
19635,256,8,2,8,ECDHE,web,B,HIGH,,RSA,YES,NO,YES
90137,0,7,1,9,RSA,MIX,D,MEDIUM,,RSA,,NO,NO
123471,0,9,2,9,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,NO,YES,NO
3920,0,9,2,1,RSA,web,B,HIGH,,RSA,,NO,NO
123472,16,8,2,6,AES,web,D,LOW,YES,RSA,NO,YES,
710267,1024,9,1,1,RSA,web,D,HIGH,,RSA,,NO,NO
3321,1024,10,1,1,AES,web,A,HIGH,YES,RSA,,YES,YES
93512,128,8,2,1,ECDHE,web,D,MEDIUM,NO,RSA,NO,NO,NO
77702,81,9,2,1,AES,web,A,HIGH,YES,RSA,NO,NO,NO
896137,0,8,2,6,AES,MIX,D,MEDIUM,,RSA,,YES,
99054,1891,9,2,12,RSA,web,B,MEDIUM,NO,RSA,YES,YES,YES
121600,1456,8,2,1,RSA,web,A,MEDIUM,YES,RSA,,NO,NO
5132,2048,9,3,12,RSA,STANDALONE,C,MEDIUM,NO,RSA,NO,YES,
4537,0,8,3,10,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,NO
8501,256,9,2,1,AES,web,B,HIGH,,RSA,,NO,NO
114193,476,7,2,3,RSA,MIX,D,HIGH,YES,RSA,,NO,NO
79614,802,8,2,9,AES,web,B,MEDIUM,NO,RSA,NO,NO,NO
110032,765,7,3,9,RSA,STANDALONE,C,MEDIUM,,RSA,YES,YES,
123464,0,9,2,6,ECDHE,STANDALONE,B,HIGH,,RSA,,NO,NO
99978,256,9,2,1,RSA,web,D,LOW,,RSA,,NO,
10000000,453,9,2,3,RSA,web,D,HIGH,YES,RSA,,NO,
1118,0,10,1,6,AES,MIX,B,LOW,YES,RSA,NO,NO,YES
3755,0,9,2,9,ECDHE,MIX,B,LOW,NO,RSA,NO,NO,NO
9982101,0,7,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
92240,738,7,2,4,RSA,web,D,HIGH,,RSA,,NO,NO
59912,1388,8,1,6,RSA,web,A,HIGH,YES,RSA,,NO,NO
2857,612,10,2,11,ECDHE,MIX,B,LOW,YES,RSA,NO,NO,NO
8302005,2048,7,3,6,RSA,STANDALONE,D,MEDIUM,YES,RSA,YES,YES,NO
3903,1024,9,2,9,AES,web,A,HIGH,YES,RSA,NO,NO,YES
3654,1024,9,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,
106252,3566,9,2,1,RSA,web,A,HIGH,YES,RSA,,NO,YES
1485,0,10,1,1,AES,web,A,HIGH,,RSA,,NO,YES
123478,982,9,2,12,AES,STANDALONE,C,LOW,YES,RSA,YES,YES,NO
122885,2048,9,2,12,RSA,MIX,C,LOW,YES,RSA,YES,NO,YES
6084,708,8,1,1,RSA,web,A,HIGH,,RSA,,NO,YES
87247,0,7,3,9,RSA,MIX,C,LOW,NO,RSA,YES,YES,
123458,0,9,1,6,ECDHE,MIX,D,HIGH,NO,RSA,,NO,YES
120993,235,10,1,9,DES,MIX,A,LOW,YES,RSA,,NO,YES
977205,11,8,2,12,AES,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
3055,0,10,1,1,AES,web,A,HIGH,NO,RSA,NO,NO,YES
9888469,0,7,3,6,ECDHE,STANDALONE,C,MEDIUM,,RSA,YES,YES,YES
192,2126,9,1,6,RSA,MIX,B,HIGH,NO,RSA,,NO,YES
82365,0,10,1,8,RSA,MIX,B,LOW,NO,RSA,,YES,YES
916270,0,8,2,5,AES,web,B,MEDIUM,YES,RSA,,NO,NO
9138518,0,8,2,9,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,,YES,
99565,79,8,2,12,ECDHE,web,B,MEDIUM,YES,RSA,NO,YES,NO
932711,0,9,2,6,ECDHE,MIX,B,MEDIUM,YES,RSA,NO,YES,NO
1365,1008,10,2,9,ECDHE,MIX,A,HIGH,YES,RSA,NO,YES,NO
4100,66,9,2,6,ECDHE,MIX,A,HIGH,NO,RSA,NO,NO,YES
30334,0,10,2,9,ECDHE,STANDALONE,A,LOW,YES,RSA,,YES,NO
5955246,178,9,1,12,RSA,web,C,MEDIUM,YES,RSA,YES,YES,YES
9927918,0,7,3,12,ECDHE,STANDALONE,C,MEDIUM,,RSA,YES,YES,
83504,59,10,1,6,ECDHE,MIX,B,HIGH,YES,RSA,,NO,YES
123478,0,9,2,9,ECDHE,MIX,C,HIGH,YES,RSA,NO,YES,YES
3848,0,9,2,11,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,NO
31212,0,9,1,6,ECDHE,MIX,A,HIGH,NO,RSA,NO,NO,NO
105000,129,10,2,9,ECDHE,web,A,LOW,YES,RSA,,YES,YES
1474269,0,9,2,12,ECDHE,MIX,C,MEDIUM,YES,RSA,YES,NO,YES
9976562,256,7,3,9,RSA,STANDALONE,C,MEDIUM,,RSA,YES,YES,
730012,256,9,3,9,ECDHE,STANDALONE,A,MEDIUM,,RSA,NO,NO,
1788909,0,8,2,6,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,YES
64099,0,8,2,12,ECDHE,MIX,B,HIGH,NO,RSA,NO,YES,NO
99169,0,9,2,1,RSA,web,A,HIGH,,RSA,,NO,NO
123467,922,10,1,6,RSA,MIX,A,HIGH,YES,RSA,,NO,YES
110039,1047,8,3,6,RSA,web,B,HIGH,,RSA,NO,YES,NO
44973,0,9,3,9,ECDHE,MIX,C,MEDIUM,NO,RSA,YES,NO,NO
123462,134,10,2,9,RSA,web,B,HIGH,YES,RSA,NO,NO,
1060,0,9,1,6,AES,MIX,A,LOW,NO,RSA,NO,NO,NO
27982,200,8,3,12,DES,web,C,MEDIUM,NO,RSA,NO,YES,
814373,2048,8,2,11,RSA,STANDALONE,C,HIGH,NO,RSA,NO,NO,NO
3622,2035,8,1,1,AES,web,A,HIGH,,RSA,,NO,NO
8708,0,10,3,10,ECDHE,web,B,LOW,NO,RSA,NO,YES,NO
113348,161,8,2,11,ECDHE,STANDALONE,D,MEDIUM,NO,RSA,,YES,
9928705,823,9,3,9,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,,YES,
3818876,0,9,2,1,ECDHE,web,B,LOW,,RSA,,NO,NO
78379,404,8,1,9,DES,MIX,A,LOW,YES,RSA,NO,NO,NO
891474,256,10,1,1,ECDHE,web,A,HIGH,YES,RSA,,NO,YES
9954002,0,8,3,9,AES,STANDALONE,C,MEDIUM,NO,RSA,YES,NO,
4041,0,10,2,9,ECDHE,MIX,B,LOW,NO,RSA,NO,YES,YES
2211,2564,8,1,6,AES,web,A,HIGH,YES,RSA,,NO,YES
92583,3983,10,1,1,RSA,MIX,A,HIGH,YES,RSA,,NO,YES
1002,88,10,2,6,RSA,web,A,HIGH,NO,RSA,NO,NO,YES
798,0,9,2,6,DES,web,B,LOW,NO,RSA,NO,YES,NO
3798,2048,8,2,1,ECDHE,web,D,HIGH,YES,RSA,,YES,NO
951207,209,8,2,9,RSA,STANDALONE,D,MEDIUM,YES,RSA,YES,YES,NO
8186,1296,10,2,9,RSA,web,B,HIGH,YES,RSA,NO,YES,YES
2365,0,9,2,9,DES,MIX,B,LOW,YES,RSA,NO,YES,NO
172,0,10,2,6,ECDHE,MIX,B,LOW,NO,RSA,NO,YES,NO
9939019,0,8,2,10,ECDHE,STANDALONE,C,HIGH,,RSA,YES,YES,YES
88476,1024,10,1,12,RSA,MIX,A,HIGH,YES,RSA,,NO,YES
8236681,2996,8,2,8,AES,web,D,HIGH,,RSA,YES,NO,
123468,1241,9,2,9,AES,MIX,C,HIGH,YES,RSA,YES,YES,YES
3641,1061,8,2,1,AES,web,A,HIGH,,RSA,,NO,YES
3413,256,8,1,1,AES,web,A,HIGH,NO,RSA,,NO,NO
593,256,9,2,7,RSA,MIX,B,LOW,NO,RSA,,NO,NO
12,1655,8,2,1,RSA,MIX,A,LOW,NO,RSA,NO,NO,NO
98966,216,9,2,8,RSA,MIX,B,HIGH,YES,RSA,NO,YES,NO
2793401,1024,10,2,9,RSA,STANDALONE,B,HIGH,YES,RSA,,YES,YES
10000000,1385,7,3,6,RSA,web,C,MEDIUM,,RSA,YES,NO,NO
4471,0,9,2,6,ECDHE,MIX,A,LOW,NO,RSA,,NO,NO
9281,2561,8,1,12,RSA,MIX,C,HIGH,YES,RSA,NO,YES,NO
10000000,107,9,3,9,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
17408,1024,8,2,6,RSA,MIX,A,HIGH,YES,RSA,,NO,NO
111394,0,8,2,9,DES,STANDALONE,B,LOW,YES,RSA,NO,YES,NO
35377,0,8,1,6,AES,web,A,HIGH,,RSA,,NO,NO
97937,0,9,3,12,ECDHE,MIX,B,MEDIUM,NO,RSA,NO,YES,
948555,231,9,3,12,RSA,MIX,B,LOW,YES,RSA,YES,YES,
123465,0,9,2,9,ECDHE,web,B,MEDIUM,YES,RSA,YES,YES,NO
7151,949,9,2,9,AES,web,A,LOW,YES,RSA,NO,NO,NO
123473,0,7,2,6,ECDHE,STANDALONE,D,LOW,YES,RSA,,NO,NO
7554689,2048,9,1,9,ECDHE,web,C,HIGH,YES,RSA,,NO,YES
364359,811,8,2,9,RSA,web,C,MEDIUM,YES,RSA,YES,YES,YES
122276,256,10,2,9,RSA,STANDALONE,C,LOW,YES,RSA,,YES,YES
9984083,0,7,3,9,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,NO
89351,2987,8,2,9,RSA,web,A,LOW,YES,RSA,,YES,
428,0,10,2,1,ECDHE,web,B,HIGH,NO,RSA,,NO,YES
97166,34,9,1,6,AES,web,A,LOW,YES,RSA,NO,YES,YES
94565,763,9,3,6,RSA,MIX,B,LOW,NO,RSA,YES,NO,
74396,3101,8,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
3859148,3039,10,2,9,RSA,web,A,MEDIUM,YES,RSA,NO,YES,YES
123457,0,9,2,10,ECDHE,MIX,B,MEDIUM,NO,RSA,,YES,
642365,2048,9,2,9,RSA,MIX,C,HIGH,YES,RSA,NO,NO,NO
1119,2048,8,2,6,RSA,MIX,D,HIGH,YES,RSA,,YES,YES
260775,256,8,3,9,RSA,MIX,C,MEDIUM,YES,RSA,YES,YES,
2369,0,9,1,6,AES,web,B,LOW,NO,RSA,,YES,NO
143688,0,9,2,1,RSA,STANDALONE,D,HIGH,NO,RSA,,NO,NO
123476,256,9,1,6,RSA,web,D,HIGH,YES,RSA,,NO,YES
91323,2048,10,1,10,RSA,web,A,HIGH,YES,RSA,NO,NO,YES
123467,619,7,3,9,ECDHE,STANDALONE,D,MEDIUM,YES,RSA,YES,YES,NO
123465,1986,10,2,6,RSA,web,A,HIGH,YES,RSA,NO,NO,YES
3201,0,10,1,10,AES,MIX,A,LOW,NO,RSA,NO,YES,NO
68,117,10,2,6,RSA,MIX,A,LOW,YES,RSA,NO,NO,YES
9043608,0,9,2,6,ECDHE,web,A,HIGH,,RSA,NO,YES,NO
88101,82,8,2,4,ECDHE,web,B,MEDIUM,NO,RSA,NO,NO,NO
98241,421,9,2,9,RSA,MIX,C,MEDIUM,NO,RSA,NO,YES,
9990029,0,8,2,6,ECDHE,web,C,MEDIUM,,RSA,,YES,
123465,50,9,2,9,RSA,STANDALONE,A,LOW,YES,RSA,NO,YES,
5200599,0,9,3,9,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,NO
8707,1024,9,2,6,AES,web,A,LOW,YES,RSA,,YES,YES
4253,0,7,2,1,ECDHE,web,D,LOW,,RSA,,YES,NO
10000000,0,8,3,9,ECDHE,web,D,MEDIUM,YES,RSA,YES,YES,
954843,2048,8,2,12,RSA,web,C,MEDIUM,YES,RSA,YES,YES,
9961139,1369,8,2,10,RSA,web,C,MEDIUM,YES,RSA,,YES,
925459,0,10,2,10,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,
1981,0,7,2,12,DES,MIX,B,LOW,,RSA,NO,YES,NO
123459,256,9,2,9,DES,MIX,B,HIGH,NO,RSA,,YES,NO
99044,2048,9,1,1,AES,web,A,HIGH,YES,RSA,,NO,YES
915406,2048,8,2,6,RSA,web,A,HIGH,YES,RSA,,NO,NO
6443,246,8,2,6,RSA,MIX,B,LOW,NO,RSA,NO,YES,YES
881994,0,9,3,6,ECDHE,web,D,LOW,NO,RSA,NO,YES,NO
67059,0,8,3,6,ECDHE,MIX,C,MEDIUM,,RSA,,NO,NO
9586,256,7,2,9,AES,STANDALONE,D,MEDIUM,,RSA,NO,NO,
883489,1024,9,2,9,RSA,web,B,MEDIUM,YES,RSA,,YES,YES
92778,0,9,1,10,RSA,MIX,B,LOW,YES,RSA,,YES,YES
7722835,234,10,2,6,RSA,web,B,HIGH,YES,RSA,,NO,NO
9892766,256,9,3,9,RSA,STANDALONE,C,MEDIUM,YES,RSA,NO,NO,NO
502063,0,8,2,9,DES,web,B,MEDIUM,YES,RSA,NO,NO,NO
1983,0,9,3,6,ECDHE,web,B,HIGH,NO,RSA,YES,NO,NO
1879,0,8,1,6,AES,MIX,B,HIGH,NO,RSA,YES,NO,YES
61188,224,10,2,6,ECDHE,web,D,HIGH,NO,RSA,NO,YES,NO
6403,1024,8,2,9,AES,MIX,C,LOW,YES,RSA,,YES,
99528,243,8,1,4,AES,web,B,HIGH,NO,RSA,,NO,NO
2096,0,10,3,12,ECDHE,MIX,A,LOW,NO,RSA,NO,YES,YES
123475,360,7,3,1,AES,web,D,MEDIUM,,RSA,,NO,NO
7641,256,8,2,6,AES,web,D,HIGH,YES,RSA,NO,NO,NO
99769,328,7,2,6,RSA,MIX,D,LOW,,RSA,,NO,NO
96128,0,9,1,9,ECDHE,web,B,LOW,YES,RSA,NO,YES,NO
74625,2048,9,2,9,RSA,STANDALONE,A,HIGH,YES,RSA,,NO,NO
1577,0,10,2,12,ECDHE,MIX,B,LOW,NO,RSA,,YES,NO
1952,211,10,1,6,AES,MIX,A,HIGH,YES,RSA,,YES,YES
