Application,App_type,Algo,Frequency,key size,Data Sensisitivity,arch flexibility,third party used,is third party quantum safe,data trans(algo),data self life,migration,vendor pqc compliant,vendor supply time
C,STANDALONE,ECDHE,6010074,0,MEDIUM,YES,YES,,RSA,10,3,,1
D,web,RSA,6159109,1492,MEDIUM,NO,YES,,RSA,7,3,NO,1
D,STANDALONE,ECDHE,842765,1134,HIGH,NO,YES,NO,RSA,8,1,,1
A,web,RSA,9356475,0,MEDIUM,NO,NO,NO,RSA,9,1,NO,1
C,STANDALONE,ECDHE,8043276,1084,LOW,YES,YES,,RSA,10,3,NO,1
D,web,AES,5061259,931,HIGH,,NO,,RSA,10,3,,3
D,web,AES,6914979,4096,HIGH,,YES,NO,RSA,9,3,NO,12
A,STANDALONE,AES,3265040,0,MEDIUM,,YES,,RSA,10,2,YES,6
C,MIX,RSA,2486008,4096,MEDIUM,,YES,NO,RSA,10,3,YES,3
B,web,RSA,11178311,4096,HIGH,,NO,,RSA,8,3,,12
B,STANDALONE,RSA,11578865,1648,HIGH,YES,YES,YES,RSA,10,2,,1
B,MIX,RSA,12147105,4096,HIGH,,YES,,RSA,10,2,YES,1
A,web,RSA,5279281,4096,HIGH,YES,YES,,RSA,9,3,,1
B,MIX,ECDHE,5971570,3672,HIGH,YES,NO,,RSA,10,3,NO,3
B,web,RSA,5640840,691,LOW,NO,NO,,RSA,10,3,,8
A,MIX,RSA,2115353,0,HIGH,,NO,,RSA,10,1,,12
C,web,DES,13484921,845,MEDIUM,,YES,,RSA,8,3,NO,12
C,web,ECDHE,1440509,0,HIGH,,YES,YES,RSA,10,2,,1
C,web,DES,5003093,10,HIGH,NO,YES,NO,RSA,10,2,,1
C,MIX,RSA,6140349,3269,MEDIUM,YES,YES,,RSA,9,2,,10
C,MIX,RSA,11474680,0,LOW,,NO,,RSA,10,3,NO,5
A,MIX,DES,9162417,0,LOW,,YES,,RSA,10,3,NO,6
A,web,RSA,15645108,0,MEDIUM,YES,NO,,RSA,7,3,,10
C,MIX,RSA,15562132,683,MEDIUM,,YES,,RSA,10,3,,12
A,MIX,RSA,12636132,63,MEDIUM,YES,YES,NO,RSA,9,1,YES,1
D,STANDALONE,RSA,10858322,1986,LOW,YES,NO,,RSA,10,3,,1
A,STANDALONE,DES,16174891,1242,LOW,YES,YES,NO,RSA,10,1,NO,6
C,STANDALONE,RSA,14899491,293,LOW,NO,NO,,RSA,10,2,,10
C,STANDALONE,RSA,8110540,1357,HIGH,NO,YES,,RSA,8,3,NO,1
D,web,AES,13988827,3,LOW,,YES,,RSA,9,3,YES,9
A,MIX,AES,5010480,1449,HIGH,YES,YES,NO,RSA,10,3,,8
C,STANDALONE,ECDHE,12517730,712,LOW,,NO,YES,RSA,10,2,YES,1
A,web,AES,10502332,621,HIGH,YES,YES,,RSA,9,3,NO,6
A,STANDALONE,RSA,8369440,4096,MEDIUM,YES,YES,,RSA,10,3,YES,1
B,STANDALONE,RSA,13152657,1910,HIGH,NO,YES,,RSA,8,3,NO,1
D,STANDALONE,ECDHE,9513057,591,LOW,,YES,,RSA,10,1,,7
D,web,RSA,15183702,0,MEDIUM,YES,YES,,RSA,10,2,,1
B,MIX,ECDHE,14005893,2166,HIGH,,NO,,RSA,7,2,,1
D,web,RSA,16446832,4096,HIGH,YES,YES,,RSA,10,3,,8
C,web,ECDHE,9632436,0,MEDIUM,YES,NO,,RSA,10,3,NO,6
B,MIX,ECDHE,9057998,3600,MEDIUM,YES,YES,YES,RSA,10,3,,11
C,web,RSA,7676113,0,LOW,YES,NO,YES,RSA,10,3,,5
D,STANDALONE,RSA,6956547,1234,HIGH,,YES,,RSA,10,3,YES,8
C,web,RSA,11779744,548,MEDIUM,,YES,,RSA,10,3,NO,1
B,MIX,ECDHE,2031829,72,HIGH,,YES,,RSA,10,3,,1
B,MIX,RSA,5234593,3832,HIGH,NO,NO,NO,RSA,9,3,,7
A,STANDALONE,RSA,9122543,828,MEDIUM,NO,YES,YES,RSA,10,3,,4
B,STANDALONE,AES,4505563,1108,HIGH,YES,NO,YES,RSA,10,3,NO,1
A,web,RSA,2429287,729,LOW,,YES,,RSA,8,3,NO,1
B,web,RSA,4374819,978,MEDIUM,NO,YES,,RSA,10,3,NO,1
D,MIX,AES,1440614,833,HIGH,,YES,,RSA,10,3,,9
D,STANDALONE,ECDHE,9513436,0,MEDIUM,,YES,,RSA,10,3,NO,1
D,MIX,AES,9962078,2429,MEDIUM,,NO,,RSA,10,2,,9
A,STANDALONE,ECDHE,9316933,792,LOW,,YES,YES,RSA,9,2,NO,9
D,MIX,ECDHE,14320355,3799,LOW,YES,YES,,RSA,10,3,,1
B,MIX,ECDHE,5683295,1785,LOW,YES,YES,,RSA,10,2,,4
A,STANDALONE,AES,10868211,2398,HIGH,,YES,YES,RSA,9,3,YES,6
C,STANDALONE,ECDHE,159716,195,HIGH,,NO,,RSA,10,2,NO,1
C,web,RSA,7437099,1679,LOW,YES,YES,,RSA,10,3,YES,4
C,STANDALONE,ECDHE,12608535,4096,LOW,NO,YES,,RSA,9,3,,12
D,web,RSA,15572153,0,HIGH,,YES,YES,RSA,10,3,NO,12
B,web,AES,12382388,219,HIGH,YES,YES,YES,RSA,9,3,NO,5
A,web,RSA,1107690,3556,HIGH,NO,YES,NO,RSA,10,1,YES,1
C,web,ECDHE,8442442,1926,HIGH,YES,YES,,RSA,10,1,,1
C,MIX,DES,2156552,2319,LOW,,YES,,RSA,10,3,,1
A,web,RSA,6910763,89,HIGH,,YES,,RSA,7,1,,2
D,web,RSA,1761892,1124,HIGH,YES,NO,NO,RSA,9,2,,4
D,STANDALONE,ECDHE,6685639,3351,LOW,YES,NO,,RSA,7,3,,4
B,STANDALONE,ECDHE,13173295,0,MEDIUM,,YES,,RSA,10,3,YES,6
C,STANDALONE,AES,16200417,4096,MEDIUM,,NO,NO,RSA,9,3,,12
B,MIX,RSA,13783091,708,MEDIUM,YES,NO,,RSA,10,3,,7
C,web,DES,16077605,605,HIGH,,NO,NO,RSA,8,3,NO,5
C,MIX,ECDHE,10449318,0,MEDIUM,NO,NO,NO,RSA,10,3,NO,9
B,web,RSA,11889457,775,HIGH,YES,NO,,RSA,9,3,,8
B,STANDALONE,RSA,11970381,3385,MEDIUM,,NO,,RSA,9,3,,1
C,web,RSA,11571933,0,MEDIUM,YES,YES,,RSA,9,3,,7
B,MIX,AES,9145487,4096,HIGH,,YES,,RSA,10,1,,2
A,STANDALONE,RSA,738635,1054,MEDIUM,,YES,,RSA,10,2,NO,11
A,web,ECDHE,10010286,77,LOW,YES,YES,,RSA,10,3,,6
B,web,RSA,7484249,1366,MEDIUM,,YES,YES,RSA,10,1,NO,1
D,web,DES,10319452,0,HIGH,,YES,NO,RSA,10,3,,5
C,STANDALONE,RSA,10410625,0,MEDIUM,NO,YES,,RSA,10,3,NO,9
C,web,ECDHE,7096146,357,LOW,YES,NO,,RSA,10,3,,1
A,web,ECDHE,3199918,520,HIGH,,YES,NO,RSA,9,3,NO,1
B,web,ECDHE,4826114,934,LOW,,YES,YES,RSA,10,3,,6
B,web,AES,13012367,103,LOW,YES,YES,,RSA,10,1,,1
D,web,AES,1413579,3744,MEDIUM,YES,NO,,RSA,10,3,,5
C,web,RSA,1347020,3691,MEDIUM,,YES,,RSA,9,3,,1
C,MIX,ECDHE,14904126,1420,LOW,,NO,,RSA,10,3,NO,1
C,web,ECDHE,11177063,1622,MEDIUM,YES,YES,,RSA,10,2,NO,1
B,web,ECDHE,15607499,45,HIGH,YES,YES,,RSA,10,3,YES,1
C,web,RSA,8377215,1216,LOW,YES,YES,,RSA,10,3,YES,3
B,web,DES,11520764,4096,MEDIUM,,YES,YES,RSA,9,2,,1
B,web,RSA,62509,2126,LOW,YES,NO,NO,RSA,10,3,,1
C,web,AES,14699915,0,HIGH,NO,YES,,RSA,10,3,NO,9
B,STANDALONE,ECDHE,14905523,3642,MEDIUM,NO,YES,,RSA,10,2,,1
B,web,DES,1665254,78,LOW,YES,NO,YES,RSA,10,1,NO,3
B,web,RSA,11139843,1457,LOW,,YES,,RSA,10,2,YES,3
B,web,ECDHE,7787797,0,LOW,,YES,,RSA,10,3,,7
D,web,RSA,6479989,3442,LOW,NO,YES,,RSA,10,3,,3
A,STANDALONE,ECDHE,9802506,925,MEDIUM,YES,YES,YES,RSA,10,3,YES,8
B,web,ECDHE,11205726,1625,LOW,,NO,YES,RSA,8,3,,9
C,MIX,RSA,4238432,4096,HIGH,NO,YES,,RSA,9,3,,1
A,STANDALONE,ECDHE,16338260,2450,HIGH,NO,NO,YES,RSA,10,1,,12
A,MIX,AES,14641143,1117,MEDIUM,,YES,,RSA,7,3,,1
B,MIX,RSA,3942765,0,HIGH,YES,NO,,RSA,10,3,NO,2
D,STANDALONE,DES,7775836,1230,HIGH,NO,YES,NO,RSA,8,3,,1
A,web,RSA,3498128,2066,LOW,YES,YES,,RSA,10,3,NO,6
C,STANDALONE,RSA,1025441,1165,HIGH,NO,YES,YES,RSA,8,3,,12
C,web,ECDHE,5294069,2327,HIGH,,YES,YES,RSA,7,3,YES,10
D,MIX,RSA,7295292,1441,MEDIUM,,YES,,RSA,10,2,NO,1
C,web,DES,15749651,0,MEDIUM,NO,NO,,RSA,9,1,YES,1
A,STANDALONE,RSA,16116262,0,HIGH,YES,YES,,RSA,9,3,NO,1
A,STANDALONE,RSA,16746045,4096,LOW,,YES,,RSA,10,3,,1
C,STANDALONE,RSA,12991902,254,LOW,NO,YES,NO,RSA,10,2,NO,3
D,MIX,ECDHE,11884279,4096,HIGH,,NO,NO,RSA,10,2,NO,1
B,web,AES,10768098,4096,MEDIUM,NO,NO,YES,RSA,10,3,YES,2
C,MIX,RSA,5069383,0,LOW,,YES,YES,RSA,10,3,YES,10
A,web,ECDHE,859468,468,MEDIUM,,YES,NO,RSA,10,3,,1
C,STANDALONE,RSA,15197131,4096,HIGH,,NO,,RSA,7,2,YES,12
C,web,ECDHE,153205,2219,MEDIUM,NO,YES,NO,RSA,8,3,,4
C,STANDALONE,RSA,15906857,3431,LOW,NO,YES,YES,RSA,8,2,,2
B,web,RSA,9236421,1558,HIGH,NO,YES,NO,RSA,7,1,,1
C,web,AES,8037266,2266,MEDIUM,NO,YES,YES,RSA,7,3,,4
C,STANDALONE,RSA,6181128,245,HIGH,NO,NO,NO,RSA,10,3,YES,7
C,STANDALONE,ECDHE,16033913,777,MEDIUM,,YES,NO,RSA,9,1,,3
B,web,ECDHE,8226959,3181,HIGH,NO,YES,,RSA,10,3,,1
A,web,ECDHE,6828216,3190,LOW,,YES,,RSA,9,1,YES,1
B,STANDALONE,AES,5022970,0,LOW,YES,NO,NO,RSA,7,3,,12
B,MIX,DES,10895428,1324,LOW,,YES,,RSA,9,2,,12
C,STANDALONE,RSA,7311776,3169,LOW,NO,YES,,RSA,7,3,,9
B,web,ECDHE,16533955,2700,MEDIUM,YES,NO,,RSA,7,3,NO,1
B,STANDALONE,AES,2662979,0,HIGH,,NO,NO,RSA,10,3,,9
C,MIX,ECDHE,13331142,1768,MEDIUM,NO,YES,NO,RSA,10,3,,7
C,MIX,RSA,2188148,1659,HIGH,NO,NO,,RSA,9,1,,1
D,web,ECDHE,11330201,0,MEDIUM,,YES,,RSA,7,3,,1
B,STANDALONE,DES,7726976,0,MEDIUM,NO,YES,,RSA,10,3,,6
A,STANDALONE,DES,1831656,1885,LOW,YES,NO,,RSA,7,3,,1
B,web,AES,12243335,3386,MEDIUM,NO,YES,NO,RSA,10,2,,6
D,MIX,ECDHE,5868103,566,MEDIUM,YES,YES,,RSA,8,3,,11
C,STANDALONE,RSA,1034332,2095,LOW,,NO,,RSA,9,3,,1
A,web,RSA,7694268,739,MEDIUM,NO,NO,,RSA,7,2,,3
B,MIX,RSA,12272852,0,LOW,,YES,YES,RSA,10,1,,3
D,MIX,AES,1571640,4096,MEDIUM,NO,YES,,RSA,7,3,,7
C,web,RSA,5773895,1820,HIGH,,YES,,RSA,10,2,,7
C,STANDALONE,ECDHE,9873110,4096,MEDIUM,YES,NO,,RSA,10,3,,8
A,MIX,RSA,9241306,4096,LOW,NO,NO,NO,RSA,10,3,,1
B,STANDALONE,DES,5375642,4096,LOW,NO,YES,NO,RSA,10,3,NO,6
C,web,DES,2500518,0,HIGH,,NO,,RSA,7,3,NO,8
A,STANDALONE,RSA,8992592,0,LOW,NO,NO,,RSA,9,3,NO,3
C,STANDALONE,AES,827135,4096,HIGH,,NO,YES,RSA,9,3,,3
C,STANDALONE,ECDHE,9061828,0,HIGH,,NO,YES,RSA,7,3,,2
B,MIX,AES,12208548,1771,HIGH,,YES,NO,RSA,10,3,NO,11
D,web,AES,12630556,0,LOW,NO,YES,NO,RSA,9,3,,3
A,web,ECDHE,13928090,4096,MEDIUM,YES,NO,YES,RSA,10,3,NO,5
B,web,RSA,5728494,1709,MEDIUM,YES,NO,,RSA,10,2,,7
B,web,AES,8696745,1358,HIGH,,YES,,RSA,10,3,,2
C,MIX,ECDHE,16073201,542,HIGH,YES,YES,,RSA,10,2,,12
D,web,AES,9879252,3232,MEDIUM,,YES,,RSA,10,3,NO,5
B,MIX,AES,14695699,0,LOW,,NO,,RSA,10,1,NO,12
B,MIX,RSA,6503720,4096,LOW,NO,NO,,RSA,10,1,,5
C,web,RSA,3310827,0,LOW,NO,NO,NO,RSA,9,3,YES,12
A,web,AES,9855865,3343,MEDIUM,NO,YES,,RSA,10,3,NO,3
D,STANDALONE,RSA,6109720,569,LOW,,NO,,RSA,10,1,NO,5
B,STANDALONE,AES,3369053,908,LOW,YES,YES,,RSA,8,3,,12
B,STANDALONE,AES,7780908,0,LOW,YES,YES,NO,RSA,9,3,NO,12
B,STANDALONE,RSA,479189,0,HIGH,YES,YES,,RSA,7,3,YES,12
C,MIX,ECDHE,6347097,2230,HIGH,YES,YES,,RSA,7,3,NO,1
A,MIX,DES,466818,838,LOW,YES,YES,,RSA,10,1,NO,1
C,web,RSA,9710552,0,LOW,,NO,YES,RSA,10,3,YES,12
C,STANDALONE,ECDHE,13122266,0,HIGH,NO,NO,,RSA,10,3,NO,5
B,web,RSA,15265149,443,MEDIUM,,YES,,RSA,10,3,,2
A,STANDALONE,RSA,9031986,270,MEDIUM,NO,YES,,RSA,7,3,,12
A,web,RSA,4132264,76,LOW,YES,YES,,RSA,10,2,,1
C,web,DES,4242635,445,MEDIUM,NO,YES,YES,RSA,9,3,,5
A,web,AES,1556120,1660,LOW,,YES,,RSA,9,3,NO,5
D,MIX,RSA,2353262,3231,HIGH,,YES,NO,RSA,10,3,NO,8
A,MIX,RSA,8438778,0,HIGH,,YES,,RSA,8,3,YES,8
A,web,AES,14224782,1637,LOW,,NO,,RSA,8,3,NO,1
B,web,ECDHE,2372872,1640,MEDIUM,YES,YES,,RSA,10,2,,1
C,web,ECDHE,8554209,983,MEDIUM,NO,YES,,RSA,9,3,,10
C,STANDALONE,ECDHE,9045865,3772,HIGH,,YES,,RSA,9,3,,7
D,STANDALONE,ECDHE,12933053,0,MEDIUM,,YES,NO,RSA,10,1,,5
C,web,RSA,7624748,1648,MEDIUM,,YES,NO,RSA,8,2,NO,1
B,STANDALONE,RSA,15077837,2333,MEDIUM,,YES,YES,RSA,10,2,,1
A,MIX,ECDHE,3983874,468,LOW,,YES,NO,RSA,7,3,YES,12
B,MIX,RSA,9782691,670,MEDIUM,,NO,,RSA,9,3,NO,12
D,MIX,RSA,5442492,949,MEDIUM,,YES,NO,RSA,7,2,,1
C,MIX,ECDHE,10680474,0,HIGH,YES,YES,NO,RSA,10,3,,1
B,STANDALONE,RSA,1138658,579,MEDIUM,YES,NO,NO,RSA,10,3,YES,1
B,web,RSA,6613680,1504,LOW,YES,NO,NO,RSA,10,2,YES,1
C,web,RSA,12547817,1052,HIGH,,NO,,RSA,10,2,,1
C,web,RSA,15647490,4096,LOW,YES,NO,NO,RSA,10,2,,4
B,web,RSA,13165650,763,LOW,YES,YES,YES,RSA,10,3,NO,1
C,MIX,RSA,15599115,235,HIGH,,NO,,RSA,10,2,,1
A,STANDALONE,RSA,1814830,4096,HIGH,YES,NO,NO,RSA,10,2,YES,1
C,web,RSA,12371386,1794,MEDIUM,,YES,,RSA,7,3,YES,12
B,MIX,RSA,800982,2010,LOW,YES,YES,YES,RSA,9,3,YES,8
C,web,ECDHE,13614550,4096,MEDIUM,,YES,,RSA,9,3,,12
A,web,RSA,8225478,1318,HIGH,,YES,,RSA,10,3,NO,1
A,STANDALONE,AES,7478562,1831,LOW,YES,NO,,RSA,8,3,,7
B,web,AES,389661,0,MEDIUM,YES,YES,NO,RSA,9,3,YES,9
B,STANDALONE,RSA,10456968,4096,LOW,NO,YES,YES,RSA,10,3,YES,9
B,MIX,ECDHE,12510663,1991,HIGH,,NO,YES,RSA,10,2,,1
C,web,ECDHE,15787127,76,MEDIUM,,YES,,RSA,9,2,NO,1
C,STANDALONE,ECDHE,14514350,0,MEDIUM,NO,YES,YES,RSA,10,3,,12
B,STANDALONE,ECDHE,8166045,1937,LOW,,YES,,RSA,10,3,,12
A,web,ECDHE,2086679,2994,LOW,YES,YES,YES,RSA,10,1,,7
A,web,ECDHE,14807805,0,MEDIUM,NO,YES,,RSA,10,2,,3
C,MIX,ECDHE,10878594,2872,MEDIUM,YES,YES,,RSA,9,2,,6
B,MIX,RSA,8531451,4096,LOW,NO,YES,,RSA,10,1,,12
A,STANDALONE,RSA,10076275,1,HIGH,,YES,YES,RSA,10,1,,1
C,MIX,AES,13178434,2967,HIGH,,NO,,RSA,10,2,NO,4
B,web,ECDHE,272962,2642,HIGH,,YES,,RSA,9,3,,8
C,MIX,RSA,15396992,4096,MEDIUM,YES,YES,,RSA,10,3,YES,11
C,STANDALONE,AES,1348815,1452,LOW,,NO,,RSA,9,3,YES,12
C,web,DES,2300827,791,MEDIUM,NO,YES,NO,RSA,9,3,NO,1
A,STANDALONE,ECDHE,696323,0,HIGH,NO,NO,,RSA,10,3,,2
D,MIX,RSA,10440600,327,LOW,NO,YES,,RSA,8,3,,1
C,web,RSA,6462102,609,LOW,,YES,YES,RSA,9,3,NO,6
B,STANDALONE,ECDHE,9870531,4096,HIGH,,YES,,RSA,10,3,,1
A,web,ECDHE,4025724,2277,HIGH,NO,YES,,RSA,9,3,NO,7
D,web,RSA,7906822,4096,MEDIUM,YES,YES,,RSA,10,2,YES,1
A,web,ECDHE,16688612,658,MEDIUM,,YES,NO,RSA,10,2,NO,1
C,web,ECDHE,11049412,3059,HIGH,YES,YES,NO,RSA,9,2,,8
C,STANDALONE,RSA,773039,0,MEDIUM,,YES,,RSA,10,1,,4
B,web,RSA,15891950,1949,LOW,,YES,,RSA,9,3,,12
B,STANDALONE,ECDHE,9557253,351,MEDIUM,,YES,,RSA,8,3,YES,6
B,STANDALONE,ECDHE,4638632,691,MEDIUM,YES,YES,,RSA,10,3,,5
C,STANDALONE,AES,13981778,0,LOW,,YES,,RSA,10,3,,2
D,STANDALONE,AES,1398372,4096,MEDIUM,NO,NO,,RSA,9,3,NO,12
B,web,RSA,10874576,1464,LOW,YES,YES,,RSA,9,3,,12
B,web,RSA,10682941,3304,HIGH,,YES,YES,RSA,10,3,NO,1
C,web,RSA,2233029,813,MEDIUM,,YES,,RSA,10,3,NO,6
A,STANDALONE,RSA,13478120,0,LOW,,YES,,RSA,10,1,,1
C,STANDALONE,AES,15264454,0,LOW,,YES,,RSA,10,3,,7
D,web,RSA,12268697,4096,LOW,,YES,,RSA,8,3,NO,6
B,STANDALONE,RSA,10476894,2420,MEDIUM,,YES,YES,RSA,10,3,,3
B,MIX,RSA,13867153,2424,MEDIUM,YES,YES,YES,RSA,9,2,NO,1
C,STANDALONE,ECDHE,5823077,2018,LOW,NO,YES,,RSA,9,2,,10
A,web,RSA,9594468,513,MEDIUM,NO,YES,YES,RSA,10,3,YES,1
B,STANDALONE,ECDHE,9337873,0,LOW,,YES,,RSA,9,3,,8
D,web,ECDHE,3498662,4096,LOW,YES,NO,NO,RSA,7,2,YES,1
B,MIX,ECDHE,2893626,1206,HIGH,,YES,,RSA,10,3,,2
B,MIX,DES,10743975,1493,HIGH,,YES,,RSA,10,3,,1
D,web,RSA,9192410,248,LOW,YES,YES,,RSA,10,2,,7
A,MIX,ECDHE,5956841,2307,HIGH,YES,YES,,RSA,10,3,YES,10
C,STANDALONE,ECDHE,14361489,1410,MEDIUM,,YES,,RSA,9,1,NO,9
B,STANDALONE,ECDHE,14769948,3122,HIGH,NO,NO,,RSA,10,2,,2
A,MIX,RSA,12404183,0,LOW,NO,YES,,RSA,10,3,NO,1
D,STANDALONE,RSA,4916346,4096,MEDIUM,NO,NO,YES,RSA,10,3,,10
A,STANDALONE,ECDHE,5577859,1088,LOW,YES,YES,,RSA,8,3,YES,3
C,MIX,ECDHE,701879,4096,LOW,,NO,YES,RSA,10,3,,1
B,STANDALONE,ECDHE,4350039,352,MEDIUM,NO,YES,,RSA,7,3,,5
B,STANDALONE,AES,14806334,4096,LOW,NO,YES,YES,RSA,7,2,,12
A,MIX,ECDHE,8181899,1517,MEDIUM,NO,NO,YES,RSA,10,2,,1
B,web,ECDHE,14781217,724,LOW,,YES,,RSA,8,3,YES,1
D,MIX,RSA,3377033,4096,LOW,YES,YES,,RSA,7,2,,7
B,MIX,ECDHE,5970255,1029,HIGH,NO,YES,,RSA,9,1,,9
C,web,RSA,1346128,965,HIGH,YES,YES,YES,RSA,7,1,,5
B,web,RSA,13682716,1253,HIGH,NO,YES,,RSA,10,3,,4
B,web,ECDHE,14704384,1675,LOW,YES,NO,,RSA,9,1,,1
A,MIX,RSA,15557708,1981,HIGH,YES,YES,NO,RSA,10,2,,2
A,MIX,RSA,2145471,2747,LOW,,YES,,RSA,7,2,,11
B,STANDALONE,RSA,688392,2066,LOW,NO,YES,YES,RSA,9,3,,1
C,web,RSA,14770517,939,HIGH,YES,YES,,RSA,9,2,YES,1
B,STANDALONE,ECDHE,6088169,0,HIGH,NO,YES,NO,RSA,8,3,NO,7
B,MIX,RSA,1315719,1629,MEDIUM,,YES,,RSA,8,3,,3
A,STANDALONE,ECDHE,8107702,0,HIGH,YES,YES,,RSA,10,3,,2
B,MIX,ECDHE,16232808,3703,LOW,NO,YES,,RSA,9,2,YES,1
A,web,RSA,12527197,3368,MEDIUM,NO,NO,,RSA,9,3,,4
B,MIX,ECDHE,11243670,0,LOW,YES,YES,YES,RSA,10,3,,3
D,MIX,ECDHE,10539157,997,HIGH,YES,YES,,RSA,10,2,,4
B,MIX,RSA,5812748,4096,HIGH,NO,YES,,RSA,10,2,,12
C,web,AES,3372375,203,LOW,NO,YES,,RSA,10,3,,5
C,web,DES,13876256,3773,LOW,YES,YES,YES,RSA,10,2,NO,1
C,STANDALONE,DES,6218559,1391,HIGH,YES,YES,YES,RSA,10,1,YES,9
B,web,DES,6814074,0,LOW,NO,YES,,RSA,10,3,YES,2
D,STANDALONE,DES,9451530,3631,LOW,YES,NO,,RSA,10,1,NO,12
C,MIX,AES,11041073,4096,MEDIUM,NO,NO,,RSA,9,3,YES,3
C,MIX,RSA,6772459,1740,MEDIUM,YES,NO,YES,RSA,10,1,,5
A,MIX,AES,341090,1594,HIGH,,NO,,RSA,10,1,,1
A,STANDALONE,RSA,12381200,2228,HIGH,YES,NO,,RSA,10,3,NO,1
D,STANDALONE,ECDHE,7474471,1639,MEDIUM,,YES,NO,RSA,7,3,,1
C,MIX,ECDHE,6288927,0,LOW,NO,YES,,RSA,8,3,,8
B,STANDALONE,RSA,8571474,4014,LOW,,YES,,RSA,10,3,,8
C,MIX,ECDHE,8265993,4096,HIGH,YES,YES,,RSA,9,3,NO,7
D,STANDALONE,ECDHE,101557,1560,MEDIUM,,YES,YES,RSA,10,3,,10
B,web,AES,3248051,734,LOW,NO,YES,,RSA,7,3,YES,1
A,web,AES,2468227,1905,LOW,YES,YES,YES,RSA,10,2,,1
A,STANDALONE,AES,11538316,276,LOW,,YES,,RSA,10,2,YES,5
B,STANDALONE,ECDHE,8169496,3687,MEDIUM,,YES,,RSA,10,1,YES,12
B,STANDALONE,ECDHE,16697819,68,MEDIUM,NO,YES,,RSA,10,1,,8
A,MIX,DES,4468634,1612,HIGH,,NO,NO,RSA,10,3,NO,2
D,STANDALONE,ECDHE,7448506,4096,LOW,YES,YES,,RSA,8,1,,12
B,web,ECDHE,7177627,4096,HIGH,NO,YES,YES,RSA,10,3,NO,1
C,web,ECDHE,6687535,4096,HIGH,,YES,NO,RSA,10,3,,4
A,MIX,DES,12000329,1125,MEDIUM,YES,YES,,RSA,8,3,NO,10
B,STANDALONE,RSA,10182522,4096,MEDIUM,,YES,NO,RSA,10,3,NO,11
B,web,ECDHE,4913959,144,LOW,NO,YES,,RSA,9,2,,1
C,MIX,RSA,2033468,0,HIGH,NO,NO,,RSA,9,3,,12
B,MIX,DES,3666670,1758,LOW,NO,YES,,RSA,7,3,,1
A,MIX,ECDHE,6933358,0,MEDIUM,,YES,,RSA,10,2,,12
C,web,ECDHE,10429808,1995,MEDIUM,,YES,,RSA,10,3,NO,6
A,MIX,ECDHE,16592097,670,MEDIUM,YES,NO,,RSA,10,2,,1
B,web,ECDHE,5609614,1602,LOW,YES,NO,NO,RSA,9,3,,8
A,MIX,AES,12446501,1427,HIGH,YES,YES,,RSA,10,3,NO,1
C,web,AES,16369507,501,HIGH,NO,YES,,RSA,10,1,YES,1
C,web,ECDHE,16726003,2083,LOW,,YES,,RSA,10,3,,6
C,STANDALONE,RSA,1846833,4096,MEDIUM,,YES,,RSA,8,3,YES,9
C,MIX,RSA,9638485,0,MEDIUM,,YES,,RSA,10,2,,4
C,web,AES,5769088,823,MEDIUM,,YES,,RSA,9,3,,9
A,web,RSA,11642906,1039,LOW,YES,YES,,RSA,10,3,,12
C,STANDALONE,ECDHE,3299129,0,MEDIUM,,NO,,RSA,10,1,,1
B,STANDALONE,AES,15941731,1327,MEDIUM,,YES,YES,RSA,9,3,,4
A,MIX,ECDHE,8818321,474,MEDIUM,YES,YES,,RSA,9,2,,12
D,web,RSA,8036739,2885,MEDIUM,,YES,YES,RSA,10,3,NO,12
A,STANDALONE,ECDHE,12749309,591,LOW,NO,YES,,RSA,10,2,,12
B,STANDALONE,DES,9210928,1561,LOW,NO,YES,,RSA,8,2,NO,10
D,web,ECDHE,604827,2808,MEDIUM,YES,NO,,RSA,10,3,,8
A,web,RSA,14787563,1510,LOW,YES,NO,NO,RSA,10,3,,1
B,MIX,ECDHE,1935658,254,LOW,YES,YES,,RSA,10,3,NO,1
C,web,ECDHE,9866025,2408,HIGH,YES,YES,,RSA,10,3,NO,12
C,STANDALONE,AES,12705711,0,MEDIUM,NO,YES,,RSA,10,3,,1
B,MIX,AES,3660805,1371,HIGH,,NO,YES,RSA,7,3,,6
C,web,RSA,15344913,79,LOW,YES,YES,YES,RSA,10,3,,12
C,MIX,DES,8620948,1841,HIGH,NO,YES,,RSA,10,3,,1
C,MIX,RSA,1963141,4096,MEDIUM,,YES,,RSA,10,1,,7
B,MIX,AES,13439145,1487,HIGH,,NO,YES,RSA,10,2,YES,1
B,web,RSA,16504529,836,LOW,NO,YES,,RSA,10,3,NO,8
C,MIX,ECDHE,12105329,1807,HIGH,YES,YES,YES,RSA,10,2,YES,8
C,web,RSA,13867767,1285,HIGH,YES,YES,YES,RSA,7,3,,8
A,MIX,RSA,1673608,0,MEDIUM,NO,YES,,RSA,10,2,YES,12
B,MIX,AES,3298486,693,LOW,,NO,,RSA,10,3,,1
B,web,RSA,11122846,1670,HIGH,YES,YES,,RSA,10,1,,12
B,STANDALONE,ECDHE,15146806,0,MEDIUM,NO,NO,NO,RSA,10,3,,3
B,web,ECDHE,7143592,0,LOW,YES,YES,,RSA,10,3,YES,5
B,MIX,RSA,206808,68,MEDIUM,,YES,,RSA,8,3,,6
